Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/pressure,51,0,13,22.06727102691052,10.264873504638672,247.79772758483887,261.7450980392157,0.002023850567475576,0.0,13,14,15,15,17,51,180,250,250,250,250
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/reactive_power,37,0,14,20.33479149277146,10.024309158325195,270.2791690826416,271.6216216216216,0.0014682837450313,0.0,14,14,14,15,16,19,270,270,270,270,270
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/temp,33,0,14,32.169132521658234,9.80377197265625,263.92340660095215,259.2121212121212,0.0013095503671900785,0.0,14,15,45,47,62,81,260,260,260,260,260
MQTT,publish:1:sensor/zone-20250616210243-813/equip-20250616210243-813/UA10H-REAL-24086326/vibration,45,0,13,22.0699946085612,10.156631469726562,209.38777923583984,262.0,0.0017857505007137433,0.0,13,14,15,18,37,52,210,210,210,210,210
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/active_power,37,0,15,16.43061637878418,11.359691619873047,62.680959701538086,269.2972972972973,0.0014682837450313,0.0,15,16,16,16,17,38,63,63,63,63,63
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/humidity,53,0,16,20.289349106122863,11.909246444702148,121.74320220947266,261.8490566037736,0.0021032172563961865,0.0,16,16,17,17,28,56,66,120,120,120,120
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/pressure,45,0,15,22.47621218363444,10.280370712280273,180.71842193603516,261.75555555555553,0.0017857505007137433,0.0,15,15,16,17,26,70,180,180,180,180,180
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/reactive_power,34,0,14,17.286006142111386,11.63482666015625,85.13832092285156,271.79411764705884,0.0013492337116503838,0.0,14,16,17,17,17,37,85,85,85,85,85
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/temp,45,0,14,24.709431330362957,11.963129043579102,191.4196014404297,259.22222222222223,0.0017857505007137433,0.0,14,15,16,17,24,77,190,190,190,190,190
MQTT,publish:1:sensor/zone-20250616210244-152/equip-20250616210244-152/UA10H-REAL-24299677/vibration,44,0,15,35.94464605504816,11.967658996582031,257.3239803314209,262.1136363636364,0.001746067156253438,0.0,15,16,16,17,83,190,260,260,260,260,260
MQTT,publish:1:sensor/zone-20250616210245-272/equip-20250616210245-272/UA10H-REAL-24778801/active_power,50,0,14,17.914390563964844,11.612176895141602,123.20423126220703,269.56,0.0019841672230152705,0.0,14,15,15,16,17,43,120,120,120,120,120
MQTT,publish:1:sensor/zone-20250616210245-272/equip-20250616210245-272/UA10H-REAL-24778801/humidity,31,0,14,16.175869972475112,11.959075927734375,50.92477798461914,261.8709677419355,0.0012301836782694676,0.0,14,15,16,16,17,35,51,51,51,51,51
MQTT,publish:1:sensor/zone-20250616210245-272/equip-20250616210245-272/UA10H-REAL-24778801/pressure,37,0,14,24.480980795782965,11.528730392456055,165.1921272277832,261.7567567567568,0.0014682837450313,0.0,14,14,16,17,71,88,170,170,170,170,170
